code,product_name,brands,categories,ingredients_text,allergens,labels,countries,serving_size,nutriscore_grade,energy_kcal_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g
3256225041428,Barres céréales pétales chocolatées talon lait,"U, U Mat & Lou","snacks, sweet snacks, bars, cereal bars","Céréales croustillantes cacaotées 42% [Pétales cacaotés 35.8% (farine de BLE, sucre, farine d'AVOINE, cacao, farine d'ORGE maltée, poudre de LAIT écrémé 2,4%, sel), céréales cacaotées (farine de BLE, sucre, cacao, farine d'AVOINE, malt de BLE, sel, arôme naturel de vanille)], sirop de glucose, pâte à glacer 12% (sucre, graisse de palmiste, LAIT écrémé en poudre, émulsifiant : lécithine de SOJA), poudre de chocolat au lait 6,8% (sucre, pâte de cacao, poudre de LAIT entier, beurre de cacao, poudre de LAIT écrémé), huile de palme, stabilisant : sorbitols, cacao maigre en poudre 1,8%, arôme, émulsifiant : sucroesters d'acides gras. Traces éventuelles de fruits à coques, sulfites et arachides.","gluten, milk, soybeans","sustainable, sustainable palm oil, green dot, roundtable on sustainable palm oil, rspo mass balance or book and claim, transformed in france",france,25 g,e,418.1,12.1,8.8,68.5,32.9,4.0,6.8,0.3
3256225083657,"Mini beurre demi sel 80% de MG, paquet de 200g",U,"dairies, fats, spreads, spreadable fats, animal fats, dairy spreads, milkfat, butters, half salted butter","Beurre (CRÈME, ferments (dont LAIT)), sel 2%.",milk,"french milk, fsc, made in france, no colorings",france,10 g,e,726.0,80.0,57.0,0.6,0.6,0.0,0.8,2.0
3256225451272,Bouillon Cube pot au feu 15 tablettes - 150g,U,"frozen foods, broths, groceries","Sel, amidon, maltodextrine, graisse de boeuf 5,4%, extrait de levure, extrait de boeuf 2,5%, légumes (oignon 1,2%, carotte), ail, sucre caramélisé, épices (curcuma, macis, poivre), plantes aromatiques (persil, thym 0,12%), sucre, arômes naturels, extraits de romarin, arôme naturel de CÉLERI avec autres arômes. Traces éventuelles de lait, moutarde, oeuf, soja, céréales contenant du gluten.",celery,"no palm oil, nutriscore, nutriscore grade c",france,,c,4.0,0.5,0.1,0.7,0.5,0.5,0.5,0.9
3256225467860,Kit papillote à la moutarde,U,"condiments, dried products, groceries","Ingrédients de la préparation déshydratée : sel, farine de BLÉ, mélange d'épices et plantes aromatiques (graines de MOUTARDE 17%, ail 2,9%, curcuma, poivre, feuilles de laurier), extrait de levures, huile de tournesol, sucre, amidon de tapioca, MOUTARDE 3,6% (eau, graines de MOUTARDE, vinaigre de vin, sel, épices) miel, LACTOSE, PROTÉINES DE LAIT, MALTOdextrine, arôme naturel (contient MOUTARDE). Traces éventuelles de céleri, oeuf, sésame, soja.","gluten, milk, mustard",,france,,e,310.0,11.7,0.3,38.0,11.0,2.4,12.0,26.0
3256225520305,Brochettes boeuf fromage,U,frozen foods,"Brochette de FROMAGE et de viande de boeuf : GOUDA 68%, viande de boeuf (origine : France) 32%. Pourcentages exprimés sur les brochettes. Sauce SOJA sucrée : sucre 46%, sauce SOJA 36% (eau, graines de SOJA, farine de BLÉ, sel), eau vinaigre d'alcool. Pourcentages exprimés sur la sauce.","gluten, milk, soybeans","french meat, french beef, nutriscore",france,,e,285.0,19.0,13.0,9.2,7.7,,20.0,2.1
3256226087449,Chocolat au lait à patisser caramel Tablette de 180g,U,"snacks, sweet snacks, cocoa and its products, chocolates","Sucre, pate de cacao* (cote d'ivoire), beurre de cacao, LAIT entier en poudre, LACTOSERUM en poudre, caramel 1% (sucre, eau), émulsifiant : lecithines, arome naturel, arome vanille. Cacao: 39% minimum dans le chocolat au LAIT. * feves de cacao provenant du programme transparence cacao. traces eventuelles de fruits a coque et de cereales contenant du gluten.",milk,"fsc, nutriscore, transformed in france",france,,e,539.0,33.0,20.0,52.0,51.0,3.4,6.9,0.22
3256226385583,Mini pastillas au poulet,U,"snacks, salty snacks, appetizers","Filet de poulet cuit traité en salaison 37.2%* (filet de poulet (origine : France) 35.8%*, amidon transformé de manioc, sel), courgette grillée 10.4%*, eau, BEURRE, poivron rouge préfrit à l'huile de tournesol 5.9%*, farine de BLE, raisin sec 4.4%*, carotte 4.4%*, huile d'olive vierge extra, citron confit (sucre, citron, acidifiant: acide citrique, antioxydant: acide ascorbique), chapelure (farine de BLE, levure, sel, calcium, fer, vitamines: B3 et B1), amidon transformé de maïs, stabilisants: méthylcellulose, farine de graines de caroube, fibre de BLE, zeste de citron, sel, coriandre, persil, huile de tournesol, épices 0.3%* (coriandre, curcuma, fenouil, fenugrec, cumin, ail, poivre noir, chili, sel), cannelle 0.3%*, dextrose. *Pourcentages exprimés sur le produit fini. Traces possibles de SOJA, fruits à coque, OEUFS, poisson, mollusque, crustacé.","eggs, gluten, milk, soybeans","french meat, french poultry, fsc, transformed in france, triman",france,,d,230.0,13.0,6.2,17.0,4.2,3.3,9.4,1.1
3256226386542,Frites Steak house au four- sachet 1kg,U,"chips and fries, frozen foods, frozen fried potatoes, fries, frozen fries","Pommes de terre 94%, huile de tournesol 3,5%, amidon de pommes de terre, dextrine, sel, farine de riz, concentré (paprika, carotte), curcuma, dextrose.",,"no palm oil, nutriscore, nutriscore grade b",france,,b,117.0,3.6,0.4,18.0,0.5,2.4,1.9,0.33
3256226395490,Sauce burger 506g,U,"condiments, sauces, burger sauces, groceries","Huile de colza, eau, sucre, MOUTARDE 6.2% (eau, vinaigre d'alcool, graines de MOUTARDE, acidifiant : acide citrique, épice), jaune d'OEUF, purée de tomate double concentrée 5%, vinaigre d'alcool, sel, amidon de maïs, arôme naturel d'aneth, épices, jus de citron concentré, oignons en poudre, épaississant : gomme xanthane, persil, colorants : lutéine et extrait de paprika, arôme naturel. Origines: huile de colza et tomate UE et non UE","eggs, mustard","nutriscore, nutriscore grade e",france,,e,531.0,52.0,4.3,14.0,12.0,0.7,1.4,2.0
3256226762216,"Plat bébé Légumes et volaille basquaise, dès 15 mois - 250g - Repas bébé","U, U Tout Petits Bio","baby foods, from 15 months","Carotte* 19%, eau, purée de tomate* 16%, riz cuit* 12% (eau, riz*), poivron rouge* 8%, oignon* 7%, courgette* 5%, viande de poulet* 4%, viande de dinde* 4%, pomme de terre* 4%, fécule de manioc*, huile de tournesol*, huile de colza*, ail*, paprika*, thym*. *ingrédients issus de l'agriculture biologique",,"organic, eu organic, french meat, french poultry, fsc, made in france, ab agriculture biologique",france,,,62.0,2.0,0.4,7.9,2.0,1.5,2.3,0.07
3256227455704,"Frites traditionnelles - sachet de 2,5kg - - pour friteuse",U,"frozen foods, frozen fried potatoes","Pommes de terre 97%, huile de tournesol, dextrose.",,"nutriscore, potatoes from france",france,,b,126.0,3.6,0.4,20.0,0.5,2.5,2.2,0.1
325622774488400,Crevettes sauvage d'Argentine décortiquée crues 220g,U,frozen foods,CREVETTES (pleoticus muelleri) pêchées au chalut en Océan Atlantique sud-est (zone FAO 41). traces éventuelles de poissons et mollusques,crustaceans,packaged in france,france,,a,85.0,0.5,0.1,0.5,0.5,0.5,20.0,0.7
3256227752780,Roti de porc herbes Bleu Blanc Coeur - x4 tranches 160g,U,"meats and their products, meats, prepared meats, pork and its products, pork, pork roasts","Carré de porc traité en salaison (origine : France), eau, sel, sel de noirmoutier, plantes aromatiques (thym 0,16%, herbes de provence 0,16%, basilic 0,16%, origan 0,16%, sauge 0,01%), poivre blanc, ail, épices, arômes naturels, dextrose, conservateur : nitrite de sodium, antioxydant : érythorbate de sodium. Traces éventuelles de FRUITS À COQUE.",,"french meat, french pork, nutriscore, nutriscore grade c, transformed in france, bleu blanc coeur, bleu blanc coeur porc",france,,d,124.0,3.3,1.2,0.5,0.5,0.5,23.0,1.9
3256228125651,"Saumon fumé Atlantique bio - 2 tranches, 60g","U, U Bio","seafood, fishes and their products, fishes, fatty fishes, salmons, smoked fishes, smoked salmons, smoked salmons from farming, saumons atlantique fumes","SAUMON Atlantique* (salmo salar) élevé en norvège, Ecosse (royaume-uni) ou Irlande 97,2%, sel 2,8%. *ingrédient issu de l'agriculture biologique.",fish,"organic, eu organic, non eu agriculture, eu agriculture, eu non eu agriculture, fr bio 09, raised in norway, transformed in france, ab agriculture biologique",france,,d,194.0,11.0,2.4,0.5,0.5,0.5,22.0,2.8
3256228417657,Confiture 3 agrumes 65% de fruits 300g,U,"plant based foods and beverages, plant based foods, breakfasts, spreads, plant based spreads, sweet spreads, fruit and vegetable preserves, jams, mixed fruit jams, citrus jams","Sucre, oranges 25% (dont 8 % de jus à base de concentré), clémentines 20%, citrons 20%, gélifiant : pectine de fruits. Préparée avec 65 g de fruits pour 100 g",orange,"nutriscore, nutriscore grade c, transformed in france",france,,c,166.0,0.5,0.1,40.0,37.0,1.4,0.6,0.03
3256228432315,Bouchées façon Mac&Cheese - 250g,U,frozen foods,"Pâtes macaroni cuites 24% (semoule de BLÉ dur, eau), sauce béchamel (LAIT, eau, huile de tournesol, farine de BLÉ), chapelure (farine de BLÉ, eau, maltodextrines, huile de tournesol, sel, levure, colorant : extrait de paprika, extrait de MALT D'ORGE), pâte à frire (eau, farine de BLÉ, sel), FROMAGE CHEDDAR 10% [LAIT, sel, ferments lactiques, présure, colorant : norbixine de rocou], FROMAGE PROVOLONE 8,2%, huile de tournesol, FROMAGE GRANA PADANO AOP 1,2% (LAIT, sel, présure, conservateur : lysozyme d'OEUF), sel. traces éventuelles de poisson, soja, moutarde, crustacés, fruits à coque et céleri.","eggs, gluten, milk","nutriscore, nutriscore grade d",france,,e,308.0,17.0,11.0,29.0,1.1,1.3,9.1,1.3
325622843619100,Pur jus pomme/mangue/passion - 1L,U,"beverages and beverages preparations, plant based foods and beverages, beverages, plant based beverages, juices and nectars, fruit and vegetable juices","Jus de pomme, purée de mangue, purée de pomme, jus de fruit de la passion.",,packaged in france,france,,c,46.0,0.5,0.1,11.0,10.0,0.5,0.5,0.01
3256228441157,Crêpes paysanne - x6 750g,U,frozen foods,"Eau, farine de BLÉ 13,4%, champignons de Paris 9,9%, jambon cuit standard 9,9% (jambon de porc 7,0%, eau, dextrose, sel, arômes naturels, antioxydant : ascorbate de sodium, conservateur : nitrite de sodium), poudre de LAIT ÉCRÉMÉ, huile de tournesol, OEUFS frais issus de poules élevées en plein air 4,8%, farine de sarrasin 4,6%, EMMENTAL, jambon cuit supérieur fumé 2,0% (jambon de porc 1,8%, sel, dextrose, antioxydant : érythorbate de sodium, conservateur : nitrite de sodium), oignons préfrits (oignons, huile de tournesol), CRÈME fraîche, madère, sel, poivre, muscade. Traces éventuelles de FRUITS À COQUE et SOJA.","eggs, gluten, milk","french meat, french pork, nutriscore, nutriscore grade c, pefc, transformed in france, ble francais",france,,c,177.0,8.4,2.0,17.0,3.9,1.0,7.7,0.86
3256228441164,Crêpes chevre lardons - x6 750g,U,frozen foods,"Eau, farine de BLÉ 13,9%, FROMAGE de chèvre 7,9%, poudre de LAIT écrémé, huile de tournesol, lardons fumés crus 5,3% (poitrine de porc 4,6%, eau, sel, sirop de glucose, antioxydant : érythorbate de sodium, conservateur : nitrite de sodium), OEUFS frais issus de poules élevées en plein air 4,8%, farine de sarrasin 4,6%, sel, poivre blanc, muscade. traces éventuelles de fruits à coque et soja. Origines : Blé et porc France. Lait Europe.","eggs, gluten, milk","french meat, french pork, nutriscore, nutriscore grade c, pefc, transformed in france, ble francais",france,,c,192.0,9.7,2.7,18.0,4.6,0.8,7.7,0.89
3256228527950,Mini quiches lorraines,U,"frozen foods, meals, pizzas pies and quiches, quiches, lorraine quiche","Eau, farine de blé (origine France) 24%, lardons cuits fumés 10% [poitrine de porc (origine : France) 8,8%, eau, sirop de glucose, sel, arômes naturels, bouillon en poudre (blette, carotte), ferments], oeufs de poules élevées en plein air 9,6%, crème fraîche, fromage blanc, amidon de maïs, beurre, emmental 2%, huile de colza, farine de blé émulsifiante 1%, sel, muscade, poivre. Traces éventuelles de poissons, crustacés, mollusques, céleri et moutarde. NE JAMAIS RECONGELER UN PRODUIT DÉCONGELÉ.","eggs, gluten, milk","french meat, do not freeze again, french pork, nutriscore, nutriscore grade c, pefc, transformed in france, farine de ble francais",france,,c,221.0,9.7,4.2,25.0,1.5,0.9,7.9,0.73
3256228673084,Frites 500g,"U, U Bio","chips and fries, fries, frozen fries","Pommes de terre* 95.5%, huile de tournesol* 4.3%, dextrose*. * ingredients issus de l'agriculture biologique.",,"organic, eu organic, non eu agriculture, be bio 02, eu agriculture, eu non eu agriculture, ab agriculture biologique",france,,b,124.0,3.3,0.3,21.0,0.5,2.0,1.7,0.02
3256228972699,Saumon fumé Atlantique Ecosse 4 tranches 140g,U,"seafood, fishes and their products, fishes, fatty fishes, salmons, smoked fishes, smoked salmons, smoked salmons from farming","SAUMON Atlantique (SALMO SALAR) issu d'animaux nourris sans ogm (inf. 0.9%) élevé en Ecosse 97%, sel 3%",fish,"raised in scotland, transformed in france",france,35 g,d,188.0,11.0,1.6,0.5,0.5,0.5,23.0,2.6
3256228975973,Cocktail de fruits de mer surgelé 500g,"U, U Bio","seafood, frozen foods, frozen seafood","40% MOULES* du Pacifique décoquillées cuites (mytilus chilensis, élevées au Chili), 40% queues de CREVETTES* décortiquées crues (penaeus vannamei, élevées en équateur), 20% noix de SAINT JACQUES* crues sans corail (argopecten purpuratus, élevées au Pérou). *ingrédient issu de l'agriculture biologique.","crustaceans, molluscs","organic, eu organic, fr bio 01, nutriscore, nutriscore grade a, ab agriculture biologique, triman",france,,a,106.0,1.7,0.4,3.1,1.6,0.5,20.0,0.48
3256228976031,"Saucisse de Toulouse porc fermier, Label Rouge, IGP du Sud Ouest, France, 3 pièces barquette 300g","Marque U,U",frozen foods,"Viande de porc fermier label rouge (93,1%), eau, sel, vinaigre d'alcool poudre, épices, arômes naturels, poivre, boyau naturel. Viande de porc origine France.",,"pgi, label rouge",france,barquette de 3 saucisses,d,190.0,14.0,4.9,0.5,0.5,,16.0,1.9
3256229085459,Confiture d'orange,"U, U Bio",,"Sucre de canne*, oranges*, jus de citrons concentré*, gélifiant : pectines. *Ingrédient issu de l'agriculture biologique. Préparée avec 40 g de fruits pour 100 g de produit fini. Origines : Sucre de canne Non Europe. Orange Europe / Non Europe.",orange,"organic, transformed in france",france,,,242.0,0.5,0.1,59.0,59.0,1.2,0.5,0.01
3256229110106,Poireaux à la crème 750g,U,"plant based foods and beverages, plant based foods, fruits and vegetables based foods, vegetable based foods and beverages, frozen foods, meals, vegetables based foods, frozen plant based foods, combination meals, frozen vegetables, frozen ready made meals","Poireaux 74%, CRÈME fraiche 10,5%, eau, farine de BLÉ, BEURRE, sel, bouillon de volaille (sel, dextrose, graisse de volaille, arôme, sucre, épices et plantes aromatiques, légumes déshydratés (CÉLERI)), amidon modifié de pomme de terre, poivre, muscade.","celery, gluten, milk",transformed in france,france,,b,66.0,4.3,2.9,4.2,2.0,2.5,1.4,0.54
3256229519435,Boules de Noel,"U,U Saveurs","desserts, frozen foods, frozen desserts","Eau, palet breton 21,9% (farine de blé, beurre, sucre, œuf entier liquide, jaune d'œuf liquide, sel, poudres à lever (carbonates de sodium, diphosphates), amidon de blé), crème, sucre liquide (sucre, eau), lait écrémé en poudre, lactose et protéines de lait, copeaux de chocolat noir 2% (sucre, pâte de cacao, beurre de cacao, matière grasse laitière, cacao maigre en poudre, émulsifiant lécithines), chocolat noir 0,9% (pâte de cacao, sucre, cacao maigre en poudre, émulsifiant: lécithines de soja), cacao maigre en poudre, pâte de cacao, émulsifiant : mono - et diglycérides d'acides gras, épaississants (gomme guar, farine de graines de caroube), arôme naturel de vanille, stabilisant : gomme Tara. Traces éventuelles de fruits à coque et de graines de sésame.","eggs, gluten, milk, soybeans","nutriscore, nutriscore grade d",france,,e,269.0,15.0,10.0,29.0,23.0,1.1,3.7,0.36
3256229526341,Bloc de foie gras de canard origine France - 100g,U,"meats and their products, prepared meats, fish and meat and eggs, foies gras, foies gras from ducks","Foie gras de canard (origine France), eau, sel, armagnac, poivre, sucre",,"made in france, nutriscore, nutriscore grade e, pefc, transformed in france",france,,e,501.0,52.0,22.0,1.8,1.3,0.5,6.5,1.2
3256229526556,"Sirop pêche, bouteille 1,3l",U,"beverages, syrups, flavoured syrups, peach syrups","Sucre, jus de fruits à base de concentrés 52% (pêche 40%, citron), acidifiant : acide citrique, arômes naturels, colorants : caroténoïdes, anthocyanes.",,"no preservatives, nutriscore, packaged in france",france,,,333.0,0.5,0.1,83.0,83.0,0.5,0.5,0.02
3256229528734,"Plat cuisiné individuel Riz Cantonnais, 400G",U,"meals, cereales preparees, microwave meals, prepared rices, fried rice","Riz basmati cuit 53,4%, épaule de porc cuite standard 10,5% (épaule de porc, eau, dextrose, sel, arômes naturels, antioxydant : ascorbate de sodium, conservateur : nitrite de sodium), omelette cuite 10% (OEUFS entiers, eau, farine de BLE traitée thermiquement, jus de citron concentre, sel, curcuma, poivre), oignons 9,2%, carottes 7,7%, petit pois 5,1%, huile de colza, arome naturel, sel, poivre 0.05%, stabilisant : carbonate de sodium. Traces éventuelles de poissons, crustacés, mollusques, lait, soja, céleri et moutarde","eggs, gluten","french meat, no artificial flavors, french eggs, french pork, fsc, fsc mix, nutriscore, nutriscore grade a, transformed in france",france,,b,157.0,4.7,0.8,23.0,1.2,1.0,5.1,0.62
3256229529816,Mini pâté en croûte - 450g,U,"meats and their products, prepared meats, charcuteries cuites, pate in crust","Farine de BLE, viande de porc 26%, eau, saindoux, foie de poulet, OEUFS entiers, vin blanc, LAIT entier, sel, gélatine de porc, dextrose, marc de bourgogne, gras de porc, échalotes rissolées ( dont huile de tournesol), vinaigre d'alcool, épices, plantes aromatiques, jus de citron, antioxydant : ascorbate de sodium, arômes naturels, conservateur : nitrite de sodium. traces éventuelles de soja, céleri, poissons, moutarde et fruits à coques","eggs, gluten, milk","french meat, french pork, nutriscore, nutriscore grade d, transformed in france, ble francais, farine de ble francais, poulet francais",france,,d,305.0,18.0,7.2,24.0,1.1,1.2,10.0,1.5
3256540002975,Pains au chocolat,Pasquier,"snacks, sweet snacks, sweet pastries and pies, viennoiseries, chocolate croissant","Farine de blé 41% - beurre concentré Chocolat 12% (sucre, pâte de cacao, beurre de cacao, émulsifiant : lécithine de soja) - Eau - Sucre Levain 6% (farine de blé 3%, eau, sel) - Levure - Huile de colza - Épaississant : gomme guar - Sel - Émulsifiants mono et diglycérides d'acides gras, Stéaroyl-2-lactylate de sodium - gluten de blé - Fibres de psyllium - Extrait de chicorée Antioxydant acide ascorbique - Protéines de lait.",,,france,,e,410.0,20.0,11.0,49.0,15.0,,7.2,0.75
3256540003644,Pancakes,Brioche Pasquier,"frozen foods, crepes and galettes, pancakes","Farine de blé CRC 28%, lait frais demi-écrémé pasteurisé 16%, œufs 15%, huile de colza, sucre, sirop de glucose déshydraté, stabilisant : glycérol, poudres à lever (tartrates de potassium, carbonates de sodium), sel.",,"nutriscore, nutriscore grade d","france, switzerland",35g,d,395.0,17.0,1.6,54.0,19.0,0.1,5.6,1.45
3256549997449,Gaufres pépites de chocolat,Pasquier,"snacks, sweet snacks, biscuits and cakes, pastries, waffles, chocolate coated waffles",Gaufres aux pépites de chocolat : Farine de BLE - Sucre 17% - Huile de colza - Pépites de chocolat 10% (sucre - pâte de cacao1 - beurre de cacao - émulsifiant : lécithines de SOJA - arôme naturel de vanille) - Beurre Pâtissier (LAIT) 6% - ŒUFS frais (5%) - Sirop de sucre inverti - Levure - Farine de SOJA - Sel - Emulsifiant: Lécithines de SOJA. 'Certifié Rainforest Alliance. En savoir plus sur ra.org,milk,"no preservatives, nutriscore, rainforest alliance, rainforest alliance cocoa",france,,e,450.0,25.0,8.1,50.0,25.0,1.9,6.0,1.1
3257980021212,Fromage blanc 8% de matière grasse,Cora,"dairies, fermented foods, fermented milk products, desserts, dairy desserts, fermented dairy desserts, fromages blancs petit suisses and skyr, plain fermented dairy desserts, fromages blancs, fromages blancs natures","lait écrémé pasteurisé (origine : France), crème pasteurisée (origine : France), ferments _lactiques","milk, ferments",,france,100 g,c,116.0,8.0,5.4,4.1,4.1,0.5,7.0,0.1
3257980529046,Cocktail de Graines Salées,Cora,"snacks, salty snacks","Cacahuètes 41 % - amandes 18,3 % - noisettes 18,3 % - noix de cajou 18,3 % - huiles végétales (tournesol, arachide) - sel. Traces éventuelles d'autres fruits à coque, de gluten et de soja.","nuts, peanuts",,france,,d,645.0,56.5,7.1,7.9,4.4,7.0,22.8,0.7
3257980572943,Pastilles du Bassin de Vichy saveur Menthe,Patrimoine Gourmand,"snacks, sweet snacks, confectioneries, candies, pastilles de vichy","Sucre, émulsifiant : sels de magnésium d'acides gras, sels minéraux extraits des eaux du Bassin de Vichy 0,3 %, arôme menthe, sirop de glucose.",,,france,"une pastille 2,9 g",e,403.5,0.5,0.0,99.0,99.0,0.5,0.5,0.08
3257983138979,Gelée extra Coing,Cora,"plant based foods and beverages, plant based foods, breakfasts, spreads, plant based spreads, sweet spreads, fruit and vegetable preserves, fruit jellies, quince jellies",Jus de coing 50% - sucre - sucre roux de canne - gélifiant : pectine de fruit - acidifiant : acide citrique.,,,france,,d,241.0,0.5,0.0,59.0,59.0,1.0,0.5,0.01
3257983508536,Colin d alaska sauce au beurre citron,Cora,"seafood, fishes and their products, frozen foods, meals, fish preparations, meals with fish","Filets de colin 51% ( Theregra Chalcogramma) - eau - beurre 5.7% - jus de citron à base de concentré 3,4% (eau, jus de citron concentré 0.8%) - crème fraîche légère - lactose et protéines do lait-crème - échalotes - amidon transformé - sel - ciboulette 0,3% - jus concentré de carottes - farine de blé - extrait de vin blanc - arôme naturel (contient poisson - mollusques - lait - céleri) - lait écrémé en poudre - curcuma.",,"sustainable, sustainable fishery, nutriscore, sustainable seafood msc",france,,c,92.0,5.3,3.4,2.2,1.0,,8.5,0.6
3257983765823,Confiture extra - Cerises noires d'Alsace,Patrimoine Gourmand,"plant based foods and beverages, plant based foods, fruits and vegetables based foods, breakfasts, spreads, fruits based foods, plant based spreads, sweet spreads, fruit and vegetable preserves, jams, cherry jams","Cerises noires dénoyautées - sucre de canne - jus de citron concentré - gélifiant : pectine de fruits, préparée avec 55 g de fruits pour 100 gs Teneur totale en sucres 60 g pour 100 g. NUTRITION : Valeu s moyennes pour 100 g.",,,france,,d,245.0,0.5,0.1,60.0,60.0,1.0,0.5,0.01
3257984063799,Fromage frais au fruits,Cora,"dairies, fermented foods, fermented milk products, cheeses, desserts, dairy desserts, fermented dairy desserts, fermented dairy desserts with fruits, fromages blancs petit suisses and skyr, petits suisses, petit suisse fortified with calcium and vitamin d, petit suisse with fruits","Fromage frais au lait écrémé pasteurisé - sucre 9,1% - purée de fruits 6% (fraise, pêche, abricot, framboise ou banane) - crème pasteurisée - phosphate de calcium - amidon transformé - arômes naturels - correcteurs d'acidité . acide citrique, citrate de sodium - jus concentré de carotte noire et de carotte - épaississant : gomme guar - colorant : extrait de paprika - vitamine D",milk,,france,,c,97.0,2.0,1.3,13.0,12.4,0.5,6.6,0.09
3257985566879,Muesli Croustillant aux fruits,Cora,"plant based foods and beverages, plant based foods, breakfasts, cereals and potatoes, cereals and their products, breakfast cereals, cereals with fruits, mueslis, crunchy mueslis, mueslis with fruits, crunchy mueslis with fruits","Flocons d'avoine 30%, flocons de blé 12%, raisins secs 12% (raisins, huile de coton), sucre, sirop de glucose, huile de tournesol, farine 4,2% (blé, riz), noix de coco en lamelles 4%, chips de banane 3,5% (banane, huile de coco, sucre), noix de coco râpée, pomme deshydratrée 2,5% (pomme, antioxydants : acide ascorbique, acide citrique), miel, dextrose, sel, arôme, caramel (sirop de glucose, eau, sucre), antioxydant : extrait riche en tocophérols, émulsifiants : lécithines (soja).","gluten, soybeans",green dot,france,45 g,d,438.0,15.0,6.6,65.0,23.0,6.8,7.4,0.42
3257986695035,Vin rose sans alcool,CORA HARMONIE SYRAH ROSÉ,frozen foods,"Vin Syrah rosé désalcoolisé (supérieur à 90%), sucre de canna, conservateur: anhydride sulfureux, dicarbonate de diméthyle",sulphur dioxide and sulphites,,france,,b,22.0,0.6,0.01,5.3,4.7,,0.5,0.01
3257987675753,Tortillas chips,Cora,"snacks, salty snacks, appetizers, chips and fries, crisps, corn chips","Farine de maïs 74%, huile de tournesol, sucre, sel, extrait de levure, correcteur d'acidité : acétates de sodium - légumes (oignon, tomate, betterave rouge), épices (dont piment 0,2%) - colorant : extrait de paprika, arômes - extrait d'épice. Traces éventuelles de soja.",,,france,,d,470.0,20.0,2.0,64.0,4.0,4.0,6.6,1.3
3258260024022,Super Porridge Noisette bio,Biodyne,"plant based foods and beverages, plant based foods, breakfasts, cereals and potatoes, cereals and their products, breakfast cereals, porridge","Farines de céréales* 40% (riz&quot;, millet&quot;, sarosin notodextrine de maïs“, protéines* végétales 13% (noisettes&quot; anandes, riz&quot;), cacao* dégraissé 5%, sirop de riz, olus moines 3,45% (Lithothamnium calcareum Fucus vesicubus Ascophyllum nodosum, Laminaria digitata, Spirulina plantensi omidon de riz*, fibre d'acacia&quot;, arôme naturel de vanile ocerolat 0,2% (Malphighia emarginata ou glabra). ngredients issus d'agriculture biologique",,"no gluten, organic, vegetarian, eu organic, vegan, ab agriculture biologique",france,,a,369.0,3.0,0.5,68.0,4.2,6.0,12.0,0.1
3258561020358,Sablés Coco Belle France,Belle France,"snacks, sweet snacks, biscuits and cakes, biscuits, shortbread cookies, shortbread cookie with coconut, sables a la noix de coco","Farine de blé, sucre, matière grasse végétale (palme), noix de coco (8%), sirop de sucre inverti, lait écrémé en poudre, poudres à lever : carbonate acide d'ammonium - carbonate acide de sodium - orthophosphate monocalcique, lactose et protéines de lait, sel, arôme.",,,france,,e,490.0,22.8,14.8,63.5,25.9,1.9,6.5,0.62
3258561040370,Petale Ble Chocolate 375G B. F,Belle France,"plant based foods and beverages, plant based foods, breakfasts, cereals and potatoes, cereals and their products, breakfast cereals, chocolate cereals, breakfast cereals fortified with vitamins and chemical elements, extruded cereals, chocolate wheat shells, unfilled breakfast chocolate cereals fortified with vitamins and chemical elements","farine de blé (58%), sucre, cacao en poudre (8%), sirop de glucose, extrait de malt d'orge, arôme, sel, vitamines [niacine (PP), vitamine E, acide pantothénique (B5), vitamine B6, riboflavine (B2), thiamine (B1), acide folique (B9), vitamine B12], cannelle, diphosphate ferrique.",gluten,,france,,d,380.0,2.8,1.3,77.9,31.3,5.3,8.1,0.75
3258561301419,Jus BF multivitaminé,Belle france,"plant based foods and beverages, beverages, plant based beverages, fruit based beverages, juices and nectars, fruit juices, fruit juices from concentrate, multifruit juices, multifruit juices from concentrate","Jus de fruits à base de concentrés et de purées de fruits (pomme, ananas, orange, mangue, fruits de la passion, banane, abricot, citron), Vitamines C, B1, B6, B9 et provitamine A.",,,france,20 cl,e,45.0,0.5,0.0,11.0,10.0,,0.05,0.0
3258561410104,Fusées au Jus de Fruit,Belle France,"desserts, frozen foods, frozen desserts, ice pops","Glace à l'eau aromatisée au citron (81,6 %) : eau, sucre, jus de citron à base de concentré 4,1 %*, sirop de glucose, acidifiant : acide citrique, stabilisants : gomme guar-farine de graines de caroube - pectines - arôme naturel. *Pourcentage exprimé sur la glace à l'eau aromatisée citron. Glace à l'eau aromatisée à l'orange (11,7 %) : eau-jus d'orange à base de concentré 18,6 %* - sucre - sirop de glucose - acidifiant:acide citrique - extrait de paprika - stabilisants : gomme guar - farine de graines de caroube - pectines - arôme naturel d'orange. Pourcentage exprimé sur la glace à l'eau aromatisée à l'orange. Glace à l'eau aromatisée à la framboise (6,7 %) : eau - jus de framboise à base de concentré 31 %* - sucre - sirop de glucose - colorant : rouge de betterave - acidifiant : acide citrique stabilisants : gomme guar - farine de graines de caroube - pectines - arôme naturel. *Pourcentage exprimé sur la glace à l'eau à la framboise.",,,france,60 ml,c,79.0,0.0,0.0,19.7,19.0,,0.1,0.03
